time,stress,shearX,shearY,grip,angle,rawStress,rawShearX,rawShearY,rawGrip,rawAngle
02:25:14:19:40:405554,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
02:25:14:19:40:532295,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
02:25:14:19:40:658303,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
02:25:14:19:40:784546,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
02:25:14:19:40:908853,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
02:25:14:19:41:34421,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
02:25:14:19:41:159253,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
02:25:14:19:41:283868,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
02:25:14:19:41:411017,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
02:25:14:19:41:525114,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
02:25:14:19:41:654941,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
02:25:14:19:41:778782,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
02:25:14:19:41:903311,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
02:25:14:19:42:31876,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
02:25:14:19:42:157694,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
02:25:14:19:42:284145,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
02:25:14:19:42:410696,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
02:25:14:19:42:538790,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
02:25:14:19:42:664162,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
02:25:14:19:42:788147,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
02:25:14:19:42:913400,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
02:25:14:19:43:38742,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
02:25:14:19:43:162815,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
02:25:14:19:43:287809,200.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
02:25:14:19:43:415687,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
02:25:14:19:43:529430,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
02:25:14:19:43:655059,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
02:25:14:19:43:780885,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
