time,stress,shearX,shearY,grip,angle,rawStress,rawShearX,rawShearY,rawGrip,rawAngle
02:24:19:24:30:609697
02:24:19:24:30:789891
02:24:19:24:30:906734
02:24:19:24:31:15533
02:24:19:24:31:130068
02:24:19:24:31:253213
02:24:19:24:31:370055
02:24:19:24:31:484551
02:24:19:24:31:602286
02:24:19:24:31:720563
02:24:19:24:31:834592
02:24:19:24:31:953171
02:24:19:24:32:68243
02:24:19:24:32:184770
02:24:19:24:32:300168
02:24:19:24:32:459627
02:24:19:24:32:577636
02:24:19:24:32:685740
02:24:19:24:32:807346
02:24:19:24:32:908327
02:24:19:24:33:20799
02:24:19:24:33:137585
02:24:19:24:33:258451
02:24:19:24:33:373072
02:24:19:24:33:493875
02:24:19:24:33:608238
02:24:19:24:33:725679
02:24:19:24:33:839935
02:24:19:24:33:955994
02:24:19:24:34:72906
02:24:19:24:34:184032
02:24:19:24:34:300609
02:24:19:24:34:417593
02:24:19:24:34:531691
02:24:19:24:34:649753
02:24:19:24:34:768517
02:24:19:24:34:883942
02:24:19:24:35:131
02:24:19:24:35:121018
